language_script	language	language_name	script	new_length	resource_bucket	resource_label	in_min30k_candidate_pool	table3_known_task_list_count	task_list_tasks	actionable_task_count	actionable_tasks	has_tatoeba_list	has_tatoeba_local	has_bible_list	bible_flag_head_tail	has_bible_source_ready	bible_shared_verses	bible_source_file	has_ner_list	has_ner_local	has_pos_list	has_pos_local	has_roundtrip_local_jsonl	has_roundtrip_bible_proxy	text_classification_status
bcl_Latn	bcl	Central Bikol	Latn	1284493	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7920	/disk3/moon/paralleltext/bibles/corpus/bcl-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
pap_Latn	pap	Papiamento	Latn	1360138	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/pap-x-bible-newworld.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
twi_Latn	twi	Twi	Latn	1400979	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/twi-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tpi_Latn	tpi	Tok Pisin	Latn	1401844	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7904	/disk3/moon/paralleltext/bibles/corpus/tpi-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nso_Latn	nso	Pedi	Latn	1619354	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7911	/disk3/moon/paralleltext/bibles/corpus/nso-x-bible-2000.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
hil_Latn	hil	Hiligaynon	Latn	1798875	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7924	/disk3/moon/paralleltext/bibles/corpus/hil-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tso_Latn	tso	Tsonga	Latn	2100708	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/tso-x-bible-1929.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
smo_Latn	smo	Samoan	Latn	2290439	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/smo-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
uzn_Cyrl	uzn	Northern Uzbek	Cyrl	2293672	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7857	/disk3/moon/paralleltext/bibles/corpus/uzn-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
sot_Latn	sot	Southern Sotho	Latn	3205510	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/sot-x-bible-newworld.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
hat_Latn	hat	Haitian	Latn	3226932	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/hat-x-bible-1985.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nya_Latn	nya	Nyanja	Latn	3409030	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7919	/disk3/moon/paralleltext/bibles/corpus/nya-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
zul_Latn	zul	Zulu	Latn	3580113	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/zul-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
sna_Latn	sna	Shona	Latn	4019596	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/sna-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ory_Orya	ory	Odia	Orya	6266475	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/ory-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
als_Latn	als	Tosk Albanian	Latn	2954874	1M_10M	mid_1M_10M	yes	2	Bible,NER	1	NER	no	no	yes	0	no	0	/disk3/moon/paralleltext/bibles/corpus/als-x-bible.txt	yes	yes	no	no	no	no	not_available_locally_no_language_list
div_Thaa	div	Dhivehi	Thaa	2418687	1M_10M	mid_1M_10M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
cos_Latn	cos	Corsican	Latn	3015055	1M_10M	mid_1M_10M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
ceb_Latn	ceb	Cebuano	Latn	18149215	10M_plus	high_10M_plus	yes	4	Tatoeba,Bible,NER,POS	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7914	/disk3/moon/paralleltext/bibles/corpus/ceb-x-bible-bugna.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
mlt_Latn	mlt	Maltese	Latn	40654838	10M_plus	high_10M_plus	yes	3	Bible,NER,POS	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7758	/disk3/moon/paralleltext/bibles/corpus/mlt-x-bible.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
tgk_Cyrl	tgk	Tajik	Cyrl	18659517	10M_plus	high_10M_plus	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7934	/disk3/moon/paralleltext/bibles/corpus/tgk-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
nob_Latn	nob	Norwegian Bokmål	Latn	32869205	10M_plus	high_10M_plus	yes	2	Tatoeba,Bible	3	Tatoeba,Bible,RoundtripBibleProxy	yes	yes	yes	0	yes	7925	/disk3/moon/paralleltext/bibles/corpus/nob-x-bible-1930.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
guj_Gujr	guj	Gujarati	Gujr	45738685	10M_plus	high_10M_plus	yes	2	Bible,NER	3	Bible,NER,RoundtripLocal	no	no	yes	1	yes	7883	/disk3/moon/paralleltext/bibles/corpus/guj-x-bible.txt	yes	yes	no	no	yes	yes	not_available_locally_no_language_list
aze_Latn	aze	Azerbaijani	Latn	46300705	10M_plus	high_10M_plus	yes	3	Tatoeba,Bible,NER	2	Tatoeba,NER	yes	yes	yes	1	no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
bos_Latn	bos	Bosnian	Latn	11014744	10M_plus	high_10M_plus	yes	2	Tatoeba,NER	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
fil_Latn	fil	Filipino	Latn	33493255	10M_plus	high_10M_plus	yes	1	Bible	2	Bible,RoundtripLocal	no	no	yes	1	yes	7941	/disk3/moon/paralleltext/bibles/corpus/fil-x-bible-1905.txt	no	no	no	no	yes	yes	not_available_locally_no_language_list
ltz_Latn	ltz	Luxembourgish	Latn	12997242	10M_plus	high_10M_plus	yes	2	Bible,NER	1	NER	no	no	yes	0	no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
hbs_Latn	hbs	Serbo-Croatian	Latn	63411156	10M_plus	high_10M_plus	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
